,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
1280,SI,2016-08-29,92.4,1.37,5.96,"Locke, Jeff",608365,502046,,foul,,,,,11,Foul,R,R,L,CHC,PIT,S,,,2,2,2016,0.9,0.91,-0.95,3.1,595879,,,1,12,Bot,,,,,,160829_233827,-8.231490642389256,-135.2743946059268,-2.779983210785811,12.42,26.021,-20.676,3.69,1.66,260,74.6,32,92.7,2073,6.3,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,105,5,Sinker,6,6,6,6,6,6,6,6,Strategic,Strategic,133,-0.003,0.0,,,,0.0,88.0,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,1.77,0.9,-0.9,,,,,,
1298,CH,2016-08-29,80.6,1.62,5.8,"Locke, Jeff",608365,502046,,swinging_strike,,,,,14,Swinging Strike,R,R,L,CHC,PIT,S,,,2,1,2016,0.65,0.35,1.04,0.98,595879,,,1,12,Bot,,,,,,160829_233800,-2.7301267185426457,-118.00905304255262,-3.663617130057432,6.434,19.581,-28.373,3.69,1.66,,,,80.4,1304,5.9,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,105,4,Changeup,6,6,6,6,6,6,6,6,Strategic,Strategic,123,-0.003,-0.102,,,,0.102,,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,3.17,0.65,-0.65,,,,,,
1330,SI,2016-08-29,92.5,1.24,5.91,"Locke, Jeff",608365,502046,,ball,,,,,11,Ball,R,R,L,CHC,PIT,B,,,1,1,2016,0.62,1.23,-1.65,3.12,595879,,,1,12,Bot,,,,,,160829_233739,-8.949464992804836,-135.29548202360638,-3.382332054847545,9.213,27.312,-16.86,3.86,1.76,,,,92.0,2270,6.0,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,105,3,Sinker,6,6,6,6,6,6,6,6,Strategic,Strategic,153,-0.003,0.036,,,,-0.036,,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,1.47,0.62,-0.62,,,,,,
1354,SI,2016-08-29,91.7,1.37,5.76,"Locke, Jeff",608365,502046,,ball,,,,,13,Ball,R,R,L,CHC,PIT,B,,,0,1,2016,0.7,1.11,-1.3,2.47,595879,,,1,12,Bot,,,,,,160829_233716,-8.49669772683453,-134.2125812321632,-4.178039401394963,9.918,27.688,-18.337,3.89,1.79,,,,91.1,2232,6.0,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,105,2,Sinker,6,6,6,6,6,6,6,6,Strategic,Strategic,150,-0.003,0.021,,,,-0.021,,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,1.64,0.7,-0.7,,,,,,
1388,SI,2016-08-29,92.3,1.5,5.89,"Locke, Jeff",608365,502046,,called_strike,,,,,1,Called Strike,R,R,L,CHC,PIT,S,,,0,0,2016,0.71,1.37,-0.65,3.41,595879,,,1,12,Bot,,,,,,160829_233655,-7.293447614888254,-135.23159321696983,-2.90641217195978,9.986,27.959,-15.261,3.89,1.79,,,,91.8,2275,6.0,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,105,1,Sinker,6,6,6,6,6,6,6,6,Strategic,Strategic,153,-0.003,-0.05,,,,0.05,,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,1.33,0.71,-0.71,,,,,,
3099,CH,2016-08-29,82.8,1.29,5.99,"Locke, Jeff",608365,502046,strikeout,swinging_strike,,,,,14,Addison Russell strikes out swinging.,R,R,L,CHC,PIT,S,2,,1,2,2016,0.82,0.61,0.36,1.32,,,595879,0,10,Bot,,,,,,160829_225742,-3.987790502102548,-121.2185901625654,-4.435491908097901,8.587,20.665,-25.523,3.69,1.66,,,,83.1,1354,6.4,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,0.0,0.0,1,0,0,,88,7,Changeup,6,6,6,6,6,6,6,6,Standard,Standard,121,-0.078,-0.178,,,,0.178,,0,0,0.710255705251581,0.710255705251581,28,22,29,22,1,0,2,1,5,1,2.73,0.82,-0.82,,,,,,
3176,CH,2016-08-29,83.0,1.86,5.8,"Locke, Jeff",608365,502046,,foul,,,,,4,Foul,R,R,L,CHC,PIT,S,,,1,2,2016,-0.06,0.11,-0.45,2.76,,,595879,0,10,Bot,,,,,,160829_225711,-5.155974595253251,-121.60627372385028,0.5068782754954503,0.457,24.48,-31.2,3.69,1.66,,,,82.2,957,5.9,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,88,6,Changeup,6,6,6,6,6,6,6,6,Standard,Standard,241,-0.002,0.0,,,,0.0,,0,0,0.710255705251581,0.710255705251581,28,22,29,22,1,0,2,1,5,1,3.26,-0.06,0.06,,,,,,
3284,FF,2016-08-29,93.0,1.66,5.91,"Locke, Jeff",608365,502046,,foul,,,,,14,Foul,R,R,L,CHC,PIT,S,,,1,2,2016,0.62,1.4,0.91,2.61,,,595879,0,10,Bot,,,,,,160829_225640,-3.5182760412558545,-136.3566023190663,-5.231403932586737,8.221,29.306,-14.209,3.69,1.66,,,,92.7,2251,6.1,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,88,5,4-Seam Fastball,6,6,6,6,6,6,6,6,Standard,Standard,155,-0.002,0.0,,,,0.0,,0,0,0.710255705251581,0.710255705251581,28,22,29,22,1,0,2,1,5,1,1.27,0.62,-0.62,,,,,,
3390,CH,2016-08-29,84.0,1.65,5.87,"Locke, Jeff",608365,502046,,foul,,,,,9,Foul,R,R,L,CHC,PIT,S,,,1,2,2016,0.16,1.29,0.57,2.05,,,595879,0,10,Bot,,,,,,160829_225600,-2.867815647260034,-122.93224397610255,-4.316935866146328,2.119,21.383,-18.655,3.69,1.66,,,,83.8,1355,6.0,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,88,4,Changeup,6,6,6,6,6,6,6,6,Standard,Standard,163,-0.002,0.0,,,,0.0,,0,0,0.710255705251581,0.710255705251581,28,22,29,22,1,0,2,1,5,1,1.96,0.16,-0.16,,,,,,
3488,FF,2016-08-29,93.2,1.68,5.92,"Locke, Jeff",608365,502046,,ball,,,,,14,Ball,R,R,L,CHC,PIT,B,,,0,2,2016,0.48,1.32,1.52,2.05,,,595879,0,10,Bot,,,,,,160829_225539,-1.6424186715793796,-136.5632096320235,-6.558932138020934,6.122,28.073,-14.731,3.83,1.72,,,,92.6,2222,5.8,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,88,3,4-Seam Fastball,6,6,6,6,6,6,6,6,Standard,Standard,156,-0.002,0.024,,,,-0.024,,0,0,0.710255705251581,0.710255705251581,28,22,29,22,1,0,2,1,5,1,1.32,0.48,-0.48,,,,,,
3601,FF,2016-08-29,92.4,1.7,5.92,"Locke, Jeff",608365,502046,,foul,,,,,6,Foul,R,R,L,CHC,PIT,S,,,0,1,2016,0.45,1.23,0.4,2.56,,,595879,0,10,Bot,,,,,,160829_225505,-4.468697871054682,-135.3902977653864,-4.869565345290802,6.319,25.891,-16.448,3.69,1.66,,,,92.5,2175,6.1,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,88,2,4-Seam Fastball,6,6,6,6,6,6,6,6,Standard,Strategic,156,-0.002,-0.05,,,,0.05,,0,0,0.710255705251581,0.710255705251581,28,22,29,22,1,0,2,1,5,1,1.45,0.45,-0.45,,,,,,
3696,SI,2016-08-29,93.0,1.56,6.04,"Locke, Jeff",608365,502046,,foul,,,,,4,Foul,R,R,L,CHC,PIT,S,,,0,0,2016,0.92,0.94,-0.51,2.94,,,595879,0,10,Bot,,,,,,160829_225412,-7.666996559528087,-136.22128921721452,-3.557171997105764,12.641,27.614,-20.118,3.69,1.66,267,101.0,18,92.5,2074,5.9,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,88,1,Sinker,6,6,6,6,6,6,6,6,Standard,Standard,136,-0.002,-0.04,,,,0.04,101.0,0,0,0.710255705251581,0.710255705251581,28,22,29,22,1,0,2,1,5,1,1.72,0.92,-0.92,,,,,,
3638,SL,2016-08-28,87.1,-2.47,5.78,"Blanton, Joe",608365,430599,field_out,hit_into_play,,,,,14,Addison Russell pops out to shortstop Corey Seager.,R,R,R,LAD,CHC,X,6,popup,0,0,2016,0.14,-0.07,0.93,2.3,,,592178,2,8,Top,110.25,118.12,,,,160828_154616,7.809156590765478,-127.25505195865506,-1.0035303309079346,0.334,19.686,-32.755,3.67,1.66,198,72.1,52,86.4,2492,5.5,448804,518735,408236,518586,457759,608369,435062,592626,574847,54.5,0.093,0.1,0.0,1,0,0,3,57,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,161,0.048,-0.261,,,0.142,0.261,88.0,0,0,0.557425633398632,0.4425743666013679,35,22,36,22,1,3,2,1,3,1,3.06,-0.14,-0.14,,,,,,
2609,FF,2016-08-28,91.8,-1.17,5.09,"Chavez, Jesse",608365,445926,field_out,hit_into_play,,,,,6,Addison Russell pops out to first baseman Adrian Gonzalez.,R,R,R,LAD,CHC,X,3,popup,2,2,2016,-0.41,0.76,0.82,2.83,592178,,450314,1,6,Top,133.85,176.21,,,,160828_150355,6.082420459716411,-134.40185489791426,-0.7838378574486801,-5.997,25.065,-22.99,3.67,1.66,,80.0,69,92.0,2463,6.3,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,0.0,0.0,0.0,1,0,0,3,41,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201,0.1,-0.074,,,0.0,0.074,88.0,0,0,0.3985447690373842,0.6014552309626158,32,22,33,22,1,2,1,1,3,1,1.95,0.41,0.41,,,,,,
2727,FC,2016-08-28,90.5,-1.03,5.15,"Chavez, Jesse",608365,445926,,foul,,,,,14,Foul,R,R,R,LAD,CHC,S,,,2,2,2016,-0.11,0.57,1.72,2.15,592178,,450314,1,6,Top,,,,,,160828_150322,7.130379682871921,-132.36934862724075,-1.9852362650692768,-2.475,22.097,-25.277,3.67,1.66,,,,90.6,2400,6.0,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,41,6,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,176,0.002,0.0,,,,0.0,,0,0,0.3985447690373842,0.6014552309626158,32,22,33,22,1,2,1,1,3,1,2.21,0.11,0.11,,,,,,
2803,FC,2016-08-28,90.6,-1.11,5.09,"Chavez, Jesse",608365,445926,,foul,,,,,5,Foul,R,R,R,LAD,CHC,S,,,2,2,2016,-0.25,0.7,-0.27,2.46,592178,,450314,1,6,Top,,,,,,160828_150252,2.729663595171922,-132.76877503765712,-1.438617750380886,-3.403,21.883,-23.725,3.67,1.66,39,90.8,0,91.1,2379,6.1,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,41,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,183,0.002,0.0,,,,0.0,90.8,0,0,0.3985447690373842,0.6014552309626158,32,22,33,22,1,2,1,1,3,1,2.05,0.25,0.25,,,,,,
2892,SI,2016-08-28,92.1,-1.23,5.05,"Chavez, Jesse",608365,445926,,called_strike,,,,,14,Called Strike,R,R,R,LAD,CHC,S,,,2,1,2016,-0.49,0.64,1.19,1.99,592178,,450314,1,6,Top,,,,,,160828_150200,7.364039516388848,-134.85523041024402,-2.573833334788169,-7.171,25.161,-23.994,3.67,1.66,,,,92.4,776,6.3,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,41,4,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,183,0.002,-0.112,,,,0.112,,0,0,0.3985447690373842,0.6014552309626158,32,22,33,22,1,2,1,1,3,1,2.05,0.49,0.49,,,,,,
2982,FC,2016-08-28,90.4,-1.15,5.11,"Chavez, Jesse",608365,445926,,foul_tip,,,,,14,Foul Tip,R,R,R,LAD,CHC,S,,,2,0,2016,-0.2,0.48,0.99,1.79,592178,,450314,1,6,Top,,,,,,160828_150133,5.812635194736558,-132.3243246723746,-2.5367443152936877,-3.244,22.118,-26.221,3.67,1.66,,,,90.8,2384,6.2,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,41,3,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,168,0.002,-0.042,,,,0.042,,0,0,0.3985447690373842,0.6014552309626158,32,22,33,22,1,2,1,1,3,1,2.3,0.2,0.2,,,,,,
3070,FF,2016-08-28,91.9,-1.21,5.11,"Chavez, Jesse",608365,445926,,ball,,,,,14,Ball,R,R,R,LAD,CHC,B,,,1,0,2016,-0.52,0.76,1.54,1.31,592178,,450314,1,6,Top,,,,,,160828_150105,8.287134833281751,-134.53644734420484,-4.615690639178406,-7.81,27.662,-22.295,3.67,1.66,,,,91.7,2438,6.2,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,41,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,184,0.002,0.055,,,,-0.055,,0,0,0.3985447690373842,0.6014552309626158,32,22,33,22,1,2,1,1,3,1,1.97,0.52,0.52,,,,,,
3172,SI,2016-08-28,92.7,-0.76,5.66,"Chavez, Jesse",608365,445926,,ball,,,,,13,Ball,R,R,R,LAD,CHC,B,,,0,0,2016,-1.21,0.86,-0.17,0.94,592178,,450314,1,6,Top,,,,,,160828_150039,4.5895998276174,-135.55687680453545,-7.491513838692019,-15.458,22.946,-20.411,3.74,1.68,,,,92.7,2061,5.9,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,41,1,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,200,0.002,0.016,,,,-0.016,,0,0,0.3985447690373842,0.6014552309626158,32,22,33,22,1,2,1,1,3,1,1.78,1.21,1.21,,,,,,
1088,SI,2016-08-28,93.4,-2.52,5.08,"Stewart, Brock",608365,592779,field_out,hit_into_play,,,,,8,"Addison Russell grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.",R,R,R,LAD,CHC,X,5,ground_ball,1,1,2016,-1.43,0.74,0.26,2.25,,,,2,4,Top,107.83,169.56,,,,160828_141018,10.820467100686486,-136.5431873987128,-2.4249537039593125,-19.495,25.355,-22.598,3.67,1.66,2,76.8,-39,93.6,2467,6.3,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,0.06,0.059,0.0,1,0,0,2,24,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,224,0.012,-0.249,,,0.062,0.249,88.0,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,14,1,10,1,1.88,1.43,1.43,,,,,,
1136,CH,2016-08-28,82.1,-2.38,5.21,"Stewart, Brock",608365,592779,,ball,,,,,14,Ball,R,R,R,LAD,CHC,B,,,0,1,2016,-1.66,0.39,0.66,1.44,,,,2,4,Top,,,,,,160828_141001,10.622365719967368,-119.81788721221884,-1.6625157774097166,-17.395,20.01,-28.254,3.76,1.72,,,,82.0,1992,6.1,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,24,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,247,-0.001,0.024,,,,-0.024,,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,14,1,10,1,3.03,1.66,1.66,,,,,,
1176,FF,2016-08-28,94.4,-2.39,5.17,"Stewart, Brock",608365,592779,,called_strike,,,,,13,Called Strike,R,R,R,LAD,CHC,S,,,0,0,2016,-1.42,1.04,-0.88,2.5,,,,2,4,Top,,,,,,160828_140945,7.621762773312493,-138.07264670817315,-2.9181288661171383,-19.288,28.611,-18.588,3.82,1.66,,,,94.3,2622,6.3,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,,,,,,,,24,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,231,-0.001,-0.042,,,,0.042,,0,0,0.547166860694605,0.452833139305395,24,22,25,22,2,1,14,1,10,1,1.54,1.42,1.42,,,,,,
2294,FF,2016-08-28,93.7,-2.46,5.25,"Stewart, Brock",608365,592779,field_out,hit_into_play,,,,,5,Addison Russell flies out to right fielder Rob Segedin.,R,R,R,LAD,CHC,X,9,fly_ball,0,0,2016,-1.1,0.94,-0.16,2.58,,,,0,2,Top,165.92,101.78,,,,160828_133509,8.772509938929717,-137.04071192167677,-2.5003980853114287,-15.28,29.094,-20.199,3.67,1.66,238,76.7,45,93.5,2518,6.3,448804,518735,408236,518586,457759,608369,435062,571771,574847,54.5,0.073,0.076,0.0,1,0,0,3,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0.023,-0.264,,,0.102,0.264,88.0,0,0,0.4999999999974131,0.5000000000025868,24,22,25,22,1,0,14,1,10,1,1.7,1.1,1.1,,,,,,
4102,FF,2016-08-27,92.8,-1.18,5.19,"Chavez, Jesse",608365,445926,field_out,hit_into_play,,,,,3,Addison Russell pops out to second baseman Chase Utley.,R,R,R,LAD,CHC,X,4,popup,1,0,2016,0.05,0.77,0.7,3.1,,,,1,8,Top,131.43,132.04,,,,160827_155409,4.664201033504713,-136.025069733487,-0.5575175218287531,-0.217,25.285,-22.736,3.67,1.66,188,85.5,62,92.9,2500,6.1,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,0.033,0.045,0.0,1,0,0,3,59,2,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,161,0.047,-0.301,,,0.063,0.301,88.0,1,-1,0.7993241044821069,0.2006758955178931,32,22,33,22,1,3,2,1,1,1,1.88,-0.05,-0.05,,,,,,
4256,SL,2016-08-27,86.0,-1.23,5.37,"Chavez, Jesse",608365,445926,,ball,,,,,14,Ball,R,R,R,LAD,CHC,B,,,0,0,2016,0.16,-0.43,0.42,0.36,,,,1,8,Top,,,,,,160827_155348,3.527780087273201,-125.90798135543274,-3.534558068608887,1.066,22.173,-35.992,3.74,1.68,,,,85.9,2454,6.0,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,59,1,Slider,3,2,2,3,2,3,2,3,Standard,Standard,99,0.008,0.045,,,,-0.045,,1,-1,0.7993241044821069,0.2006758955178931,32,22,33,22,1,3,2,1,1,1,3.52,-0.16,-0.16,,,,,,
230,SL,2016-08-27,83.8,1.91,6.28,"Urías, Julio",608365,628711,strikeout,swinging_strike,,,,,13,Addison Russell strikes out swinging.,R,R,L,LAD,CHC,S,2,,2,2,2016,-0.57,0.57,-0.15,1.53,,,450314,0,6,Top,,,,,,160827_145823,-3.435159807192952,-122.41479587451838,-4.8454928776646815,-5.26,16.493,-25.847,3.67,1.66,,,,82.8,,5.2,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,0.0,0.0,1,0,0,,44,6,Slider,3,1,1,3,1,3,1,3,Standard,Standard,236,0.059,-0.218,,,,0.218,,2,-2,0.7243672985876108,0.2756327014123891,19,22,20,22,3,2,6,1,6,1,2.65,-0.57,0.57,,,,,,
237,SL,2016-08-27,83.3,1.88,6.15,"Urías, Julio",608365,628711,,blocked_ball,,,,,14,Ball In Dirt,R,R,L,LAD,CHC,B,,,1,2,2016,-0.67,0.2,0.43,0.33,,,450314,0,6,Top,,,,,,160827_145754,-1.8103249232539933,-121.95596182639044,-6.156988696919781,-6.067,23.789,-29.002,3.68,1.67,,,,81.7,,5.4,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,44,5,Slider,3,1,1,3,1,3,1,3,Standard,Standard,175,0.011,0.04,,,,-0.04,,2,-2,0.7243672985876108,0.2756327014123891,19,22,20,22,3,2,6,1,6,1,3.13,-0.67,0.67,,,,,,
259,FF,2016-08-27,91.5,2.13,6.0,"Urías, Julio",608365,628711,,foul,,,,,2,Foul,R,R,L,LAD,CHC,S,,,1,2,2016,0.38,1.65,0.27,3.33,,,450314,0,6,Top,,,,,,160827_145718,-5.647536409979417,-134.12952897852134,-3.885011326387807,5.628,30.214,-12.174,3.67,1.66,,,,90.6,2397,5.9,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,44,4,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,155,0.011,0.0,,,,0.0,,2,-2,0.7243672985876108,0.2756327014123891,19,22,20,22,3,2,6,1,6,1,1.12,0.38,-0.38,,,,,,
295,CU,2016-08-27,75.9,2.04,6.19,"Urías, Julio",608365,628711,,foul,,,,,5,Foul,R,R,L,LAD,CHC,S,,,1,1,2016,-0.63,-0.1,0.21,2.43,,,450314,0,6,Top,,,,,,160827_145555,-2.5112035871757468,-111.27920744236096,0.7166923799747666,-4.603,19.275,-33.111,3.67,1.66,243,89.0,56,74.6,2636,5.4,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,44,3,Curveball,3,1,1,3,1,3,1,3,Standard,Standard,281,0.011,-0.057,,,,0.057,89.0,2,-2,0.7243672985876108,0.2756327014123891,19,22,20,22,3,2,6,1,6,1,4.1,-0.63,0.63,,,,,,
306,FF,2016-08-27,92.7,2.16,6.04,"Urías, Julio",608365,628711,,ball,,,,,12,Ball,R,R,L,LAD,CHC,B,,,0,1,2016,0.49,1.46,0.67,4.46,,,450314,0,6,Top,,,,,,160827_145535,-5.053829716978655,-136.023954100004,-0.9106138743890726,6.952,29.845,-14.468,3.84,1.79,,,,91.7,2327,5.8,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,44,2,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,153,0.011,0.032,,,,-0.032,,2,-2,0.7243672985876108,0.2756327014123891,19,22,20,22,3,2,6,1,6,1,1.22,0.49,-0.49,,,,,,
337,CU,2016-08-27,73.4,2.1,6.35,"Urías, Julio",608365,628711,,called_strike,,,,,5,Called Strike,R,R,L,LAD,CHC,S,,,0,0,2016,-0.61,0.04,0.24,2.82,,,450314,0,6,Top,,,,,,160827_145512,-2.530754739836842,-107.73394098890098,1.4769333494921693,-4.156,19.199,-32.174,3.61,1.69,,,,71.9,2517,5.3,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,44,1,Curveball,3,1,1,3,1,3,1,3,Standard,Standard,280,0.011,-0.04,,,,0.04,,2,-2,0.7243672985876108,0.2756327014123891,19,22,20,22,3,2,6,1,6,1,4.26,-0.61,0.61,,,,,,
1067,FF,2016-08-27,91.7,1.9,6.22,"Urías, Julio",608365,628711,field_out,hit_into_play,,,,,14,"Addison Russell grounds out, pitcher Julio Urias to first baseman Adrian Gonzalez.",R,R,L,LAD,CHC,X,1,ground_ball,1,1,2016,0.48,1.71,0.98,1.72,,,519203,2,3,Top,126.58,185.89,,,,160827_135748,-3.5520054707276287,-134.0415778779107,-8.829406104064669,6.356,23.213,-10.383,3.67,1.66,,82.9,-21,91.1,2432,5.7,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,0.08,0.075,0.0,1,0,0,2,21,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,154,0.024,-0.241,,,0.081,0.241,88.0,0,0,0.5297756754756389,0.4702243245243611,19,22,20,22,2,1,6,1,6,1,1.0,0.48,-0.48,,,,,,
1085,SL,2016-08-27,84.0,1.97,6.28,"Urías, Julio",608365,628711,,ball,,,,,14,Ball,R,R,L,LAD,CHC,B,,,0,1,2016,-0.52,0.33,1.51,1.81,,,519203,2,3,Top,,,,,,160827_135727,0.1251021344231877,-123.01859422054862,-3.56256703604866,-5.18,21.815,-28.323,3.73,1.68,,,,82.8,,5.4,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,21,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,193,-0.002,0.028,,,,-0.028,,0,0,0.5297756754756389,0.4702243245243611,19,22,20,22,2,1,6,1,6,1,2.92,-0.52,0.52,,,,,,
1126,FF,2016-08-27,91.8,1.81,6.17,"Urías, Julio",608365,628711,,swinging_strike,,,,,12,Swinging Strike,R,R,L,LAD,CHC,S,,,0,0,2016,0.38,1.25,0.39,3.88,,,519203,2,3,Top,,,,,,160827_135706,-4.565683243992179,-134.56165649991084,-2.102515363406708,5.386,25.089,-16.946,3.67,1.66,,,,91.6,2336,5.9,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,21,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,129,-0.002,-0.048,,,,0.048,,0,0,0.5297756754756389,0.4702243245243611,19,22,20,22,2,1,6,1,6,1,1.46,0.38,-0.38,,,,,,
2271,SL,2016-08-27,84.8,1.98,6.37,"Urías, Julio",608365,628711,strikeout,called_strike,,,,,3,Addison Russell called out on strikes.,R,R,L,LAD,CHC,S,2,,2,2,2016,-0.44,0.29,0.78,3.14,592178,519203,,1,1,Top,,,,,,160827_132124,-1.7640770662725156,-124.13944770297636,-0.8389525122331831,-4.234,19.625,-29.104,3.74,1.67,,,,83.9,,5.3,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,0.0,0.0,1,0,0,,5,6,Slider,0,1,1,0,1,0,1,0,Standard,Standard,217,0.064,-0.343,,,,0.343,,-1,1,0.3267451484674527,0.6732548515325474,19,22,20,22,1,0,6,1,6,1,2.87,-0.44,0.44,,,,,,
2330,FF,2016-08-27,92.8,2.04,6.25,"Urías, Julio",608365,628711,,foul,,,,,3,Foul,R,R,L,LAD,CHC,S,,,2,2,2016,0.26,1.59,0.42,3.58,592178,519203,,1,1,Top,,,,,,160827_132053,-4.79284937669284,-136.1436616225669,-4.049887937576851,4.125,30.253,-12.181,3.67,1.66,201,70.8,44,91.4,2509,5.5,448789,518735,408236,400284,457759,608369,592808,592626,502210,54.5,,,,,,,,5,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,160,-0.005,0.0,,,,0.0,88.0,-1,1,0.3267451484674527,0.6732548515325474,19,22,20,22,1,0,6,1,6,1,1.09,0.26,-0.26,,,,,,
